1,-1,64.75,538.41,189.09,239.88,0.8988,-1,-1,-1
1,-1,450.56,411.99,165.48,255.31,0.8681,-1,-1,-1
1,-1,162.90,341.08,80.04,88.79,0.8554,-1,-1,-1
1,-1,876.10,300.24,150.49,228.07,0.8267,-1,-1,-1
1,-1,568.22,454.66,114.23,264.14,0.8178,-1,-1,-1
1,-1,163.64,65.70,194.17,355.39,0.8160,-1,-1,-1
1,-1,950.63,303.06,112.27,272.24,0.7862,-1,-1,-1
1,-1,209.67,207.43,148.65,220.13,0.6206,-1,-1,-1
1,-1,619.55,388.82,170.34,190.26,0.5565,-1,-1,-1
1,-1,262.88,665.10,134.25,214.78,0.5549,-1,-1,-1
1,-1,1183.06,201.76,493.84,803.70,0.5297,-1,-1,-1
1,-1,374.79,458.44,94.64,169.58,0.4870,-1,-1,-1
1,-1,1260.12,0.00,600.51,416.29,0.3623,-1,-1,-1
2,-1,64.26,540.00,186.67,239.67,0.8943,-1,-1,-1
2,-1,451.84,412.66,164.56,254.83,0.8687,-1,-1,-1
2,-1,161.34,341.59,81.89,92.13,0.8554,-1,-1,-1
2,-1,568.37,446.65,114.70,274.99,0.7974,-1,-1,-1
2,-1,875.72,301.33,150.59,229.53,0.7930,-1,-1,-1
2,-1,166.70,64.77,191.29,356.81,0.7901,-1,-1,-1
2,-1,948.76,302.93,115.03,271.66,0.7447,-1,-1,-1
2,-1,208.40,207.75,150.62,220.89,0.6927,-1,-1,-1
2,-1,620.05,389.10,168.09,190.28,0.6329,-1,-1,-1
2,-1,373.83,461.30,93.97,166.29,0.5445,-1,-1,-1
2,-1,1185.45,192.55,492.33,815.29,0.5174,-1,-1,-1
2,-1,261.99,659.82,134.66,220.88,0.4623,-1,-1,-1
2,-1,1257.85,0.00,602.04,411.44,0.3767,-1,-1,-1
3,-1,64.50,539.43,186.17,241.11,0.8994,-1,-1,-1
3,-1,452.54,413.28,164.37,254.06,0.8702,-1,-1,-1
3,-1,161.97,343.68,81.39,89.41,0.8568,-1,-1,-1
3,-1,876.16,303.73,155.35,226.23,0.7969,-1,-1,-1
3,-1,568.73,445.95,114.95,276.29,0.7945,-1,-1,-1
3,-1,209.51,209.57,150.02,219.37,0.7450,-1,-1,-1
3,-1,168.05,61.37,186.17,359.70,0.7315,-1,-1,-1
3,-1,948.65,302.90,115.66,273.64,0.7208,-1,-1,-1
3,-1,620.71,388.60,167.15,192.17,0.7068,-1,-1,-1
3,-1,1177.42,194.77,501.79,817.08,0.5162,-1,-1,-1
3,-1,251.58,616.13,144.36,264.21,0.5078,-1,-1,-1
3,-1,373.96,458.60,94.05,170.01,0.4836,-1,-1,-1
3,-1,1255.60,0.00,612.20,406.38,0.3529,-1,-1,-1
4,-1,64.19,539.71,187.07,240.69,0.9019,-1,-1,-1
4,-1,453.22,413.70,164.23,254.38,0.8655,-1,-1,-1
4,-1,163.32,343.34,80.25,91.03,0.8580,-1,-1,-1
4,-1,874.97,302.04,156.56,228.76,0.8009,-1,-1,-1
4,-1,569.07,449.89,114.64,272.09,0.7896,-1,-1,-1
4,-1,209.92,209.25,150.13,219.69,0.7505,-1,-1,-1
4,-1,166.51,62.81,185.16,355.92,0.7143,-1,-1,-1
4,-1,948.99,303.41,116.95,275.05,0.7097,-1,-1,-1
4,-1,621.07,387.77,166.24,192.54,0.6860,-1,-1,-1
4,-1,249.86,601.22,147.80,279.92,0.5919,-1,-1,-1
4,-1,1181.11,189.24,498.30,818.59,0.5569,-1,-1,-1
4,-1,374.67,460.89,93.23,170.18,0.4081,-1,-1,-1
4,-1,263.51,493.77,100.49,104.29,0.3995,-1,-1,-1
4,-1,1256.26,0.00,615.85,417.28,0.3518,-1,-1,-1
5,-1,63.22,539.30,189.10,239.87,0.8966,-1,-1,-1
5,-1,452.97,412.31,165.16,254.38,0.8683,-1,-1,-1
5,-1,162.96,342.69,81.36,89.46,0.8444,-1,-1,-1
5,-1,876.17,301.58,155.53,227.18,0.8035,-1,-1,-1
5,-1,569.04,436.80,115.39,285.03,0.7980,-1,-1,-1
5,-1,166.77,61.60,190.90,358.14,0.7590,-1,-1,-1
5,-1,951.27,303.43,114.28,273.22,0.7342,-1,-1,-1
5,-1,245.35,585.07,154.28,294.72,0.7075,-1,-1,-1
5,-1,211.60,210.39,148.55,217.47,0.6969,-1,-1,-1
5,-1,620.73,386.51,170.21,195.51,0.6448,-1,-1,-1
5,-1,1205.33,185.90,481.44,823.33,0.5538,-1,-1,-1
5,-1,262.38,492.84,103.04,104.83,0.4169,-1,-1,-1
5,-1,374.01,459.30,95.11,169.99,0.4122,-1,-1,-1
5,-1,1258.52,0.00,606.29,406.47,0.3240,-1,-1,-1
6,-1,64.45,539.28,188.58,240.45,0.8993,-1,-1,-1
6,-1,453.57,412.16,163.91,253.49,0.8634,-1,-1,-1
6,-1,164.39,338.02,79.92,96.79,0.8136,-1,-1,-1
6,-1,165.35,62.75,192.39,357.53,0.8021,-1,-1,-1
6,-1,568.98,437.84,115.42,284.43,0.8007,-1,-1,-1
6,-1,876.33,300.63,157.06,228.24,0.7980,-1,-1,-1
6,-1,951.80,302.15,113.33,274.54,0.7546,-1,-1,-1
6,-1,245.58,588.58,152.96,290.59,0.6771,-1,-1,-1
6,-1,624.38,389.11,163.91,192.61,0.6662,-1,-1,-1
6,-1,212.54,207.47,148.50,219.59,0.5994,-1,-1,-1
6,-1,1202.50,188.31,485.78,820.89,0.5407,-1,-1,-1
6,-1,374.32,461.19,95.79,167.17,0.4487,-1,-1,-1
6,-1,260.53,493.02,103.31,103.35,0.3580,-1,-1,-1
6,-1,1259.58,0.00,611.62,411.30,0.3168,-1,-1,-1
7,-1,64.55,539.32,189.93,239.99,0.8989,-1,-1,-1
7,-1,453.89,411.71,163.70,254.34,0.8659,-1,-1,-1
7,-1,164.85,339.88,81.26,91.13,0.8298,-1,-1,-1
7,-1,877.35,299.61,154.95,228.43,0.8148,-1,-1,-1
7,-1,164.96,58.62,201.89,363.02,0.8073,-1,-1,-1
7,-1,569.98,432.28,115.35,289.44,0.8043,-1,-1,-1
7,-1,952.79,302.02,111.96,274.95,0.7975,-1,-1,-1
7,-1,241.92,583.04,156.86,296.06,0.6911,-1,-1,-1
7,-1,625.78,388.50,160.05,193.57,0.6531,-1,-1,-1
7,-1,215.65,205.27,147.19,221.56,0.5638,-1,-1,-1
7,-1,1169.10,183.01,520.75,824.54,0.5376,-1,-1,-1
7,-1,376.09,459.26,93.91,171.42,0.4787,-1,-1,-1
7,-1,1263.71,0.00,599.95,408.83,0.3480,-1,-1,-1
8,-1,66.33,539.31,188.81,241.00,0.8980,-1,-1,-1
8,-1,454.67,412.68,163.03,252.88,0.8675,-1,-1,-1
8,-1,165.45,338.95,80.64,95.28,0.8462,-1,-1,-1
8,-1,570.43,434.30,115.31,288.41,0.8214,-1,-1,-1
8,-1,166.76,58.75,204.60,365.28,0.8163,-1,-1,-1
8,-1,877.85,299.91,156.20,228.54,0.7970,-1,-1,-1
8,-1,953.22,301.93,113.03,275.08,0.7946,-1,-1,-1
8,-1,244.35,581.78,155.48,299.22,0.7466,-1,-1,-1
8,-1,626.29,391.55,160.41,190.76,0.6139,-1,-1,-1
8,-1,1169.76,189.30,520.11,818.70,0.5483,-1,-1,-1
8,-1,375.45,462.62,94.28,167.28,0.4694,-1,-1,-1
8,-1,214.51,202.98,149.43,225.60,0.4479,-1,-1,-1
8,-1,1264.18,0.00,598.92,413.79,0.4074,-1,-1,-1
9,-1,66.53,539.54,190.28,240.99,0.8975,-1,-1,-1
9,-1,454.80,412.67,165.02,252.62,0.8633,-1,-1,-1
9,-1,570.80,439.34,115.24,283.54,0.7987,-1,-1,-1
9,-1,878.86,302.28,168.48,231.86,0.7982,-1,-1,-1
9,-1,167.83,59.47,206.58,363.89,0.7910,-1,-1,-1
9,-1,240.60,578.66,157.99,301.41,0.7866,-1,-1,-1
9,-1,166.46,337.04,81.87,96.85,0.7786,-1,-1,-1
9,-1,952.99,301.13,114.74,277.30,0.7396,-1,-1,-1
9,-1,626.50,392.12,160.61,189.25,0.6495,-1,-1,-1
9,-1,375.88,466.09,95.25,163.73,0.5423,-1,-1,-1
9,-1,1202.80,197.19,486.40,808.46,0.5253,-1,-1,-1
9,-1,1264.67,0.00,594.64,406.10,0.4924,-1,-1,-1
9,-1,215.07,205.49,149.29,222.06,0.4878,-1,-1,-1
9,-1,262.78,494.07,103.10,103.02,0.3176,-1,-1,-1
10,-1,67.14,539.66,190.36,240.51,0.8970,-1,-1,-1
10,-1,457.62,413.01,163.19,248.39,0.8636,-1,-1,-1
10,-1,571.52,441.13,115.37,281.45,0.8124,-1,-1,-1
10,-1,879.61,302.44,167.02,232.31,0.8003,-1,-1,-1
10,-1,166.91,333.14,82.25,103.86,0.7973,-1,-1,-1
10,-1,168.77,63.92,208.77,359.56,0.7730,-1,-1,-1
10,-1,951.51,302.59,117.14,275.88,0.6629,-1,-1,-1
10,-1,378.53,466.15,96.82,166.22,0.6427,-1,-1,-1
10,-1,1205.85,199.00,481.53,806.77,0.5380,-1,-1,-1
10,-1,216.47,207.20,148.58,220.12,0.5193,-1,-1,-1
10,-1,242.93,589.27,155.51,291.86,0.5073,-1,-1,-1
10,-1,1265.24,0.00,597.07,412.23,0.4698,-1,-1,-1
10,-1,264.77,492.14,102.63,105.39,0.4396,-1,-1,-1
10,-1,630.17,395.99,157.32,184.35,0.4347,-1,-1,-1
11,-1,69.16,538.05,188.75,241.55,0.8941,-1,-1,-1
11,-1,456.81,411.92,165.93,250.25,0.8614,-1,-1,-1
11,-1,168.45,331.48,82.35,103.61,0.8034,-1,-1,-1
11,-1,571.48,441.27,114.91,280.41,0.7857,-1,-1,-1
11,-1,881.32,301.91,165.21,235.42,0.7844,-1,-1,-1
11,-1,170.01,61.21,207.92,361.42,0.7732,-1,-1,-1
11,-1,951.05,300.17,116.07,277.25,0.6394,-1,-1,-1
11,-1,378.02,464.19,96.40,166.92,0.6359,-1,-1,-1
11,-1,217.78,206.24,148.48,221.30,0.5719,-1,-1,-1
11,-1,1264.58,0.00,603.16,407.02,0.5706,-1,-1,-1
11,-1,1203.04,204.30,486.55,800.17,0.5314,-1,-1,-1
11,-1,268.98,666.87,128.77,215.23,0.4916,-1,-1,-1
11,-1,629.49,392.50,160.78,192.86,0.4179,-1,-1,-1
12,-1,69.77,537.16,189.87,241.49,0.8998,-1,-1,-1
12,-1,456.38,410.17,167.84,251.42,0.8571,-1,-1,-1
12,-1,170.22,60.57,208.44,361.05,0.8239,-1,-1,-1
12,-1,571.77,438.97,114.40,282.22,0.7985,-1,-1,-1
12,-1,881.57,302.52,164.39,233.67,0.7807,-1,-1,-1
12,-1,168.29,331.86,82.15,101.43,0.7641,-1,-1,-1
12,-1,238.56,579.64,159.50,299.66,0.6977,-1,-1,-1
12,-1,950.92,300.22,117.96,275.87,0.6061,-1,-1,-1
12,-1,1266.83,0.00,601.90,415.36,0.6002,-1,-1,-1
12,-1,1202.87,200.99,490.13,798.97,0.5678,-1,-1,-1
12,-1,218.12,204.70,149.52,221.23,0.4960,-1,-1,-1
12,-1,377.46,464.07,97.48,166.28,0.4374,-1,-1,-1
12,-1,630.76,394.04,157.42,191.02,0.3387,-1,-1,-1
13,-1,69.27,537.33,188.36,241.75,0.8995,-1,-1,-1
13,-1,458.13,411.43,165.40,250.45,0.8570,-1,-1,-1
13,-1,169.33,61.79,209.38,360.40,0.8270,-1,-1,-1
13,-1,571.89,435.00,115.40,286.03,0.8123,-1,-1,-1
13,-1,881.38,302.65,165.47,234.31,0.7793,-1,-1,-1
13,-1,950.92,300.38,116.79,275.71,0.6262,-1,-1,-1
13,-1,168.07,327.75,82.36,106.01,0.6169,-1,-1,-1
13,-1,1208.33,199.29,478.74,803.26,0.5912,-1,-1,-1
13,-1,377.65,462.68,96.94,168.05,0.5755,-1,-1,-1
13,-1,267.80,667.57,132.09,214.23,0.5697,-1,-1,-1
13,-1,1266.27,0.00,603.83,412.87,0.5517,-1,-1,-1
13,-1,218.82,202.87,149.46,222.23,0.3991,-1,-1,-1
13,-1,630.30,393.54,157.21,191.21,0.3991,-1,-1,-1
14,-1,69.45,537.60,188.55,241.92,0.8975,-1,-1,-1
14,-1,458.49,411.91,165.52,250.83,0.8552,-1,-1,-1
14,-1,170.52,61.17,203.89,361.49,0.8019,-1,-1,-1
14,-1,571.56,448.44,114.88,272.69,0.7875,-1,-1,-1
14,-1,880.93,302.32,165.84,235.30,0.7725,-1,-1,-1
14,-1,167.26,333.69,82.68,100.88,0.7663,-1,-1,-1
14,-1,950.91,300.04,116.70,278.68,0.6373,-1,-1,-1
14,-1,1208.28,202.97,477.25,799.33,0.6040,-1,-1,-1
14,-1,377.77,463.87,97.52,167.47,0.5905,-1,-1,-1
14,-1,1266.18,0.00,604.09,417.31,0.5741,-1,-1,-1
14,-1,218.91,204.82,148.58,223.12,0.5534,-1,-1,-1
14,-1,270.10,668.87,126.73,213.75,0.4834,-1,-1,-1
14,-1,626.06,388.38,169.33,198.41,0.4280,-1,-1,-1
14,-1,265.37,492.32,101.55,104.32,0.3403,-1,-1,-1
15,-1,67.87,538.73,191.60,241.13,0.8876,-1,-1,-1
15,-1,459.01,413.70,163.70,249.60,0.8596,-1,-1,-1
15,-1,571.45,434.98,115.42,286.98,0.7908,-1,-1,-1
15,-1,166.79,331.19,82.63,103.26,0.7839,-1,-1,-1
15,-1,880.58,302.33,163.36,233.07,0.7571,-1,-1,-1
15,-1,169.35,63.20,210.55,358.22,0.7541,-1,-1,-1
15,-1,952.50,301.27,113.53,276.97,0.6937,-1,-1,-1
15,-1,218.15,207.51,148.11,219.41,0.6220,-1,-1,-1
15,-1,1265.19,0.00,594.11,398.85,0.6203,-1,-1,-1
15,-1,271.22,680.79,127.27,201.56,0.6168,-1,-1,-1
15,-1,378.10,465.07,96.57,166.92,0.5922,-1,-1,-1
15,-1,1202.85,202.85,482.93,797.88,0.5660,-1,-1,-1
15,-1,626.77,393.53,161.20,189.89,0.4859,-1,-1,-1
16,-1,69.18,539.24,188.31,240.71,0.8913,-1,-1,-1
16,-1,460.72,413.22,161.82,250.95,0.8589,-1,-1,-1
16,-1,571.00,437.07,115.19,285.06,0.7831,-1,-1,-1
16,-1,169.00,65.36,211.97,356.29,0.7618,-1,-1,-1
16,-1,879.79,302.45,163.40,233.67,0.7382,-1,-1,-1
16,-1,952.34,301.04,114.20,277.47,0.7266,-1,-1,-1
16,-1,167.29,330.98,81.91,104.37,0.6864,-1,-1,-1
16,-1,1266.70,0.00,594.65,404.16,0.6487,-1,-1,-1
16,-1,216.91,207.04,148.76,219.98,0.6412,-1,-1,-1
16,-1,1176.33,199.99,501.73,801.77,0.5944,-1,-1,-1
16,-1,270.93,680.45,126.64,202.59,0.5108,-1,-1,-1
16,-1,626.34,390.71,163.83,194.45,0.4473,-1,-1,-1
16,-1,377.15,464.05,97.66,167.55,0.3722,-1,-1,-1
17,-1,64.36,539.32,186.63,240.63,0.8823,-1,-1,-1
17,-1,454.19,413.37,167.66,255.14,0.8515,-1,-1,-1
17,-1,567.49,458.81,114.76,260.26,0.7981,-1,-1,-1
17,-1,162.37,341.94,83.28,91.05,0.7869,-1,-1,-1
17,-1,170.65,63.85,205.56,359.41,0.7476,-1,-1,-1
17,-1,879.31,306.14,153.34,222.78,0.7364,-1,-1,-1
17,-1,950.75,303.45,117.75,275.71,0.7255,-1,-1,-1
17,-1,213.25,204.96,151.83,222.99,0.6156,-1,-1,-1
17,-1,620.37,387.55,166.18,193.51,0.6094,-1,-1,-1
17,-1,1263.91,0.00,598.10,401.37,0.5940,-1,-1,-1
17,-1,1183.42,196.43,493.98,804.42,0.5906,-1,-1,-1
17,-1,245.60,608.83,143.75,271.89,0.5599,-1,-1,-1
17,-1,372.53,461.43,97.54,172.12,0.3355,-1,-1,-1
18,-1,63.69,539.89,186.12,242.99,0.8915,-1,-1,-1
18,-1,160.14,341.54,82.20,93.16,0.8537,-1,-1,-1
18,-1,454.73,414.70,165.79,254.78,0.8386,-1,-1,-1
18,-1,563.44,466.10,115.80,252.33,0.8185,-1,-1,-1
18,-1,267.40,679.64,123.15,201.81,0.8141,-1,-1,-1
18,-1,877.78,303.11,150.22,228.63,0.7859,-1,-1,-1
18,-1,210.03,210.12,149.52,217.78,0.7807,-1,-1,-1
18,-1,946.81,301.62,116.89,277.92,0.7213,-1,-1,-1
18,-1,167.69,67.39,186.80,349.77,0.6129,-1,-1,-1
18,-1,616.97,385.54,169.89,191.05,0.5875,-1,-1,-1
18,-1,1178.78,187.47,502.23,821.40,0.5745,-1,-1,-1
18,-1,259.40,494.96,101.94,103.49,0.5390,-1,-1,-1
18,-1,1263.28,0.00,595.27,403.61,0.4999,-1,-1,-1
19,-1,63.49,544.53,188.77,241.61,0.8906,-1,-1,-1
19,-1,455.93,412.48,162.09,258.29,0.8511,-1,-1,-1
